KO	123_baseline	127_baseline	233_baseline	257_baseline	257_follow.up	293_baseline	362_baseline	363_baseline	363_follow.up	369_baseline	372_baseline	392_baseline	393_baseline	407_baseline	407_follow.up	415_baseline	428_baseline	434_baseline	439_baseline	442_baseline	450_baseline	454_baseline	454_follow.up	457_baseline	490_baseline	490_follow.up	499_baseline	500_baseline	500_follow.up	505_baseline	510_baseline	510_follow.up	512_baseline	516_baseline	518_baseline	518_follow.up	520_baseline	526_baseline	1284_baseline	1289_baseline	1290_baseline	1292_baseline	1294_baseline	1296_baseline	1299_baseline	1303_baseline	1304_baseline	1306_baseline	1310_baseline	1314_baseline	1316_baseline	1318_baseline	1320_baseline	1322_baseline	1324_baseline	1326_baseline	1328_baseline	1334_baseline	1336_baseline	1338_baseline	1340_baseline	1342_baseline	1346_baseline	1348_baseline	1350_baseline	1356_baseline	1358_baseline
K00895	84249	156001	17284.9	4.5	2.25	4.5	64251.5	4.5	2.25	36.56541	3028310	5.2987	476.8	98541.5	2873.5	359003	3713.3	11186.5	1.125	15520.6	1.125	182012.1	4.5	37.05	47596.9	4.5	152601.5	4.5	37.8	19580.8	4.5	7833	1.125	31251.5	63861.5	148	1.125	1.125	2.80269	5.69172	2.25	1141.95	266800.75	49820.75	2900000.75	411060.75	3206.09361	13.2	16595.75	8.2788	2.25	67380	2.25	988931	596400.75	2.25	103433.75	1065.08	4660990	5.37666	2.25	46503.95	145150	1542890	568930	266109.76	3875700
K00929	17149	48001	84.9	3	1.5	3	9351.5	3	1.5	7.46541	2971810	3	79.8	1841.5	33.5	359001.5	3651.5	10801.5	0.75	20.6	0.75	12.1	3	0.75	47519.2	3	55901.5	3	1.5	19501.5	3	3	0.75	1651.5	8761.5	3	0.75	0.75	1.5	1.5	1.5	1080.75	30800.75	2220.75	170000.75	1060.75	3202	1.5	195.75	1.5	1.5	25080	1.5	977831	69400.75	1.5	433.75	818.08	4572590	3.9	1.5	3.95	79250	1381890	317930	237009.76	3562700
K01085	16300	1	1.5	1.5	0.75	1.5	1.5	1.5	0.75	4.27891	2970000	1.5	1.5	1.5	1.5	359000	3650	10800	0.375	1.5	0.375	1.5	1.5	0.375	47500	1.5	55900	1.5	0.75	19500	1.5	1.5	0.375	1.5	1.5	1.5	0.375	0.375	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	2650	0.75	0.75	0.75	0.75	23600	0.75	977000	0.75	0.75	0.75	811	4570000	0.75	0.75	0.75	76800	1380000	316000	237000	3550000
K01144	17149	48001	84.9	3	1.5	3	9351.5	3	1.5	7.46541	2971810	3	79.8	1841.5	33.5	359001.5	3651.5	10801.5	0.75	20.6	0.75	12.1	3	0.75	47519.2	3	55901.5	3	1.5	19501.5	3	3	0.75	1651.5	8761.5	3	0.75	0.75	1.5	1.5	1.5	1080.75	30800.75	2220.75	170000.75	1060.75	3202	1.5	195.75	1.5	1.5	25080	1.5	977831	69400.75	1.5	433.75	818.08	4572590	3.9	1.5	3.95	79250	1381890	317930	237009.76	3562700
K01173	167649	264002	34486.4	7.5	3.75	7.5	119153	7.5	3.75	69.94432	6054810	9.0974	875.3	195243	5715	718004.5	7425.1	22371.5	1.875	31022.1	1.875	364013.6	7.5	73.725	95174.6	7.5	305201.5	7.5	74.85	39160.1	7.5	15664.5	1.875	60853	118963	294.5	1.875	1.875	4.85538	10.63344	3.75	1203.9	502801.5	97421.5	5630001.5	821061.5	5860.18722	25.65	32996.5	15.8076	3.75	133280	3.75	1977031	1123401.5	3.75	206434.5	2123.08	9319390	7.60332	3.75	93004.7	287850	3083890	1135930	532209.76	7738700
K01175	99700	108002	17203	4.5	2.25	4.5	54903	4.5	2.25	37.65782	5996500	5.2987	400	96703	2843	718001.5	7361.8	21985	1.125	15503	1.125	182003	4.5	37.05	95077.7	4.5	208500	4.5	37.8	39079.3	4.5	7833	1.125	29603	55103	148	1.125	1.125	2.80269	5.69172	2.25	62.7	236001.5	47601.5	2730001.5	410001.5	5304.09361	13.2	16401.5	8.2788	2.25	89500	2.25	1965100	527001.5	2.25	103001.5	1869	9228400	2.97666	2.25	46501.5	219500	2921000	883000	503100	7413000
K01185	84249	156001	17284.9	4.5	2.25	4.5	64251.5	4.5	2.25	36.56541	3028310	5.2987	476.8	98541.5	2873.5	359003	3713.3	11186.5	1.125	15520.6	1.125	182012.1	4.5	37.05	47596.9	4.5	152601.5	4.5	37.8	19580.8	4.5	7833	1.125	31251.5	63861.5	148	1.125	1.125	2.80269	5.69172	2.25	1141.95	266800.75	49820.75	2900000.75	411060.75	3206.09361	13.2	16595.75	8.2788	2.25	67380	2.25	988931	596400.75	2.25	103433.75	1065.08	4660990	5.37666	2.25	46503.95	145150	1542890	568930	266109.76	3875700
K01186	17998	96001	168.3	4.5	2.25	4.5	18701.5	4.5	2.25	10.65191	2973620	4.5	158.1	3681.5	65.5	359003	3653	10803	1.125	39.7	1.125	22.7	4.5	1.125	47538.4	4.5	55903	4.5	2.25	19503	4.5	4.5	1.125	3301.5	17521.5	4.5	1.125	1.125	2.25	2.25	2.25	2160.75	61600.75	4440.75	340000.75	2120.75	3754	2.25	390.75	2.25	2.25	26560	2.25	978662	138800.75	2.25	866.75	825.16	4575180	7.05	2.25	7.15	81700	1383780	319860	237019.52	3575400
K01277	84249	156001	17284.9	4.5	2.25	4.5	64251.5	4.5	2.25	36.56541	3028310	5.2987	476.8	98541.5	2873.5	359003	3713.3	11186.5	1.125	15520.6	1.125	182012.1	4.5	37.05	47596.9	4.5	152601.5	4.5	37.8	19580.8	4.5	7833	1.125	31251.5	63861.5	148	1.125	1.125	2.80269	5.69172	2.25	1141.95	266800.75	49820.75	2900000.75	411060.75	3206.09361	13.2	16595.75	8.2788	2.25	67380	2.25	988931	596400.75	2.25	103433.75	1065.08	4660990	5.37666	2.25	46503.95	145150	1542890	568930	266109.76	3875700
K01278	168498	312002	34569.8	9	4.5	9	128503	9	4.5	73.13082	6056620	10.5974	953.6	197083	5747	718006	7426.6	22373	2.25	31041.2	2.25	364024.2	9	74.1	95193.8	9	305203	9	75.6	39161.6	9	15666	2.25	62503	127723	296	2.25	2.25	5.60538	11.38344	4.5	2283.9	533601.5	99641.5	5800001.5	822121.5	6412.18722	26.4	33191.5	16.5576	4.5	134760	4.5	1977862	1192801.5	4.5	206867.5	2130.16	9321980	10.75332	4.5	93007.9	290300	3085780	1137860	532219.52	7751400
K01284	152198	312001	34568.3	7.5	3.75	7.5	128501.5	7.5	3.75	68.85191	3086620	9.0974	952.1	197081.5	5745.5	359006	3776.6	11573	1.875	31039.7	1.875	364022.7	7.5	73.725	47693.8	7.5	249303	7.5	74.85	19661.6	7.5	15664.5	1.875	62501.5	127721.5	294.5	1.875	1.875	4.85538	10.63344	3.75	2283.15	533600.75	99640.75	5800000.75	822120.75	3762.18722	25.65	33190.75	15.8076	3.75	111160	3.75	1000862	1192800.75	3.75	206866.75	1319.16	4751980	10.00332	3.75	93007.15	213500	1705780	821860	295219.52	4201400
K01322	16300	1	1.5	1.5	0.75	1.5	1.5	1.5	0.75	4.27891	2970000	1.5	1.5	1.5	1.5	359000	3650	10800	0.375	1.5	0.375	1.5	1.5	0.375	47500	1.5	55900	1.5	0.75	19500	1.5	1.5	0.375	1.5	1.5	1.5	0.375	0.375	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	2650	0.75	0.75	0.75	0.75	23600	0.75	977000	0.75	0.75	0.75	811	4570000	0.75	0.75	0.75	76800	1380000	316000	237000	3550000
K01585	84249	156001	17284.9	4.5	2.25	4.5	64251.5	4.5	2.25	36.56541	3028310	5.2987	476.8	98541.5	2873.5	359003	3713.3	11186.5	1.125	15520.6	1.125	182012.1	4.5	37.05	47596.9	4.5	152601.5	4.5	37.8	19580.8	4.5	7833	1.125	31251.5	63861.5	148	1.125	1.125	2.80269	5.69172	2.25	1141.95	266800.75	49820.75	2900000.75	411060.75	3206.09361	13.2	16595.75	8.2788	2.25	67380	2.25	988931	596400.75	2.25	103433.75	1065.08	4660990	5.37666	2.25	46503.95	145150	1542890	568930	266109.76	3875700
K01676	84249	156001	17284.9	4.5	2.25	4.5	64251.5	4.5	2.25	36.56541	3028310	5.2987	476.8	98541.5	2873.5	359003	3713.3	11186.5	1.125	15520.6	1.125	182012.1	4.5	37.05	47596.9	4.5	152601.5	4.5	37.8	19580.8	4.5	7833	1.125	31251.5	63861.5	148	1.125	1.125	2.80269	5.69172	2.25	1141.95	266800.75	49820.75	2900000.75	411060.75	3206.09361	13.2	16595.75	8.2788	2.25	67380	2.25	988931	596400.75	2.25	103433.75	1065.08	4660990	5.37666	2.25	46503.95	145150	1542890	568930	266109.76	3875700
K01711	84249	156001	17284.9	4.5	2.25	4.5	64251.5	4.5	2.25	36.56541	3028310	5.2987	476.8	98541.5	2873.5	359003	3713.3	11186.5	1.125	15520.6	1.125	182012.1	4.5	37.05	47596.9	4.5	152601.5	4.5	37.8	19580.8	4.5	7833	1.125	31251.5	63861.5	148	1.125	1.125	2.80269	5.69172	2.25	1141.95	266800.75	49820.75	2900000.75	411060.75	3206.09361	13.2	16595.75	8.2788	2.25	67380	2.25	988931	596400.75	2.25	103433.75	1065.08	4660990	5.37666	2.25	46503.95	145150	1542890	568930	266109.76	3875700
K01719	152198	312001	34568.3	7.5	3.75	7.5	128501.5	7.5	3.75	68.85191	3086620	9.0974	952.1	197081.5	5745.5	359006	3776.6	11573	1.875	31039.7	1.875	364022.7	7.5	73.725	47693.8	7.5	249303	7.5	74.85	19661.6	7.5	15664.5	1.875	62501.5	127721.5	294.5	1.875	1.875	4.85538	10.63344	3.75	2283.15	533600.75	99640.75	5800000.75	822120.75	3762.18722	25.65	33190.75	15.8076	3.75	111160	3.75	1000862	1192800.75	3.75	206866.75	1319.16	4751980	10.00332	3.75	93007.15	213500	1705780	821860	295219.52	4201400
K01902	84249	156001	17284.9	4.5	2.25	4.5	64251.5	4.5	2.25	36.56541	3028310	5.2987	476.8	98541.5	2873.5	359003	3713.3	11186.5	1.125	15520.6	1.125	182012.1	4.5	37.05	47596.9	4.5	152601.5	4.5	37.8	19580.8	4.5	7833	1.125	31251.5	63861.5	148	1.125	1.125	2.80269	5.69172	2.25	1141.95	266800.75	49820.75	2900000.75	411060.75	3206.09361	13.2	16595.75	8.2788	2.25	67380	2.25	988931	596400.75	2.25	103433.75	1065.08	4660990	5.37666	2.25	46503.95	145150	1542890	568930	266109.76	3875700
K01903	84249	156001	17284.9	4.5	2.25	4.5	64251.5	4.5	2.25	36.56541	3028310	5.2987	476.8	98541.5	2873.5	359003	3713.3	11186.5	1.125	15520.6	1.125	182012.1	4.5	37.05	47596.9	4.5	152601.5	4.5	37.8	19580.8	4.5	7833	1.125	31251.5	63861.5	148	1.125	1.125	2.80269	5.69172	2.25	1141.95	266800.75	49820.75	2900000.75	411060.75	3206.09361	13.2	16595.75	8.2788	2.25	67380	2.25	988931	596400.75	2.25	103433.75	1065.08	4660990	5.37666	2.25	46503.95	145150	1542890	568930	266109.76	3875700
K01911	84249	156001	17284.9	4.5	2.25	4.5	64251.5	4.5	2.25	36.56541	3028310	5.2987	476.8	98541.5	2873.5	359003	3713.3	11186.5	1.125	15520.6	1.125	182012.1	4.5	37.05	47596.9	4.5	152601.5	4.5	37.8	19580.8	4.5	7833	1.125	31251.5	63861.5	148	1.125	1.125	2.80269	5.69172	2.25	1141.95	266800.75	49820.75	2900000.75	411060.75	3206.09361	13.2	16595.75	8.2788	2.25	67380	2.25	988931	596400.75	2.25	103433.75	1065.08	4660990	5.37666	2.25	46503.95	145150	1542890	568930	266109.76	3875700
K01960	84249	156001	17284.9	4.5	2.25	4.5	64251.5	4.5	2.25	36.56541	3028310	5.2987	476.8	98541.5	2873.5	359003	3713.3	11186.5	1.125	15520.6	1.125	182012.1	4.5	37.05	47596.9	4.5	152601.5	4.5	37.8	19580.8	4.5	7833	1.125	31251.5	63861.5	148	1.125	1.125	2.80269	5.69172	2.25	1141.95	266800.75	49820.75	2900000.75	411060.75	3206.09361	13.2	16595.75	8.2788	2.25	67380	2.25	988931	596400.75	2.25	103433.75	1065.08	4660990	5.37666	2.25	46503.95	145150	1542890	568930	266109.76	3875700
K01966	84249	156001	17284.9	4.5	2.25	4.5	64251.5	4.5	2.25	36.56541	3028310	5.2987	476.8	98541.5	2873.5	359003	3713.3	11186.5	1.125	15520.6	1.125	182012.1	4.5	37.05	47596.9	4.5	152601.5	4.5	37.8	19580.8	4.5	7833	1.125	31251.5	63861.5	148	1.125	1.125	2.80269	5.69172	2.25	1141.95	266800.75	49820.75	2900000.75	411060.75	3206.09361	13.2	16595.75	8.2788	2.25	67380	2.25	988931	596400.75	2.25	103433.75	1065.08	4660990	5.37666	2.25	46503.95	145150	1542890	568930	266109.76	3875700
K01991	84249	156001	17284.9	4.5	2.25	4.5	64251.5	4.5	2.25	36.56541	3028310	5.2987	476.8	98541.5	2873.5	359003	3713.3	11186.5	1.125	15520.6	1.125	182012.1	4.5	37.05	47596.9	4.5	152601.5	4.5	37.8	19580.8	4.5	7833	1.125	31251.5	63861.5	148	1.125	1.125	2.80269	5.69172	2.25	1141.95	266800.75	49820.75	2900000.75	411060.75	3206.09361	13.2	16595.75	8.2788	2.25	67380	2.25	988931	596400.75	2.25	103433.75	1065.08	4660990	5.37666	2.25	46503.95	145150	1542890	568930	266109.76	3875700
K01993	152198	312001	34568.3	7.5	3.75	7.5	128501.5	7.5	3.75	68.85191	3086620	9.0974	952.1	197081.5	5745.5	359006	3776.6	11573	1.875	31039.7	1.875	364022.7	7.5	73.725	47693.8	7.5	249303	7.5	74.85	19661.6	7.5	15664.5	1.875	62501.5	127721.5	294.5	1.875	1.875	4.85538	10.63344	3.75	2283.15	533600.75	99640.75	5800000.75	822120.75	3762.18722	25.65	33190.75	15.8076	3.75	111160	3.75	1000862	1192800.75	3.75	206866.75	1319.16	4751980	10.00332	3.75	93007.15	213500	1705780	821860	295219.52	4201400
K02081	16300	1	1.5	1.5	0.75	1.5	1.5	1.5	0.75	4.27891	2970000	1.5	1.5	1.5	1.5	359000	3650	10800	0.375	1.5	0.375	1.5	1.5	0.375	47500	1.5	55900	1.5	0.75	19500	1.5	1.5	0.375	1.5	1.5	1.5	0.375	0.375	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	2650	0.75	0.75	0.75	0.75	23600	0.75	977000	0.75	0.75	0.75	811	4570000	0.75	0.75	0.75	76800	1380000	316000	237000	3550000
K02361	84249	156001	17284.9	4.5	2.25	4.5	64251.5	4.5	2.25	36.56541	3028310	5.2987	476.8	98541.5	2873.5	359003	3713.3	11186.5	1.125	15520.6	1.125	182012.1	4.5	37.05	47596.9	4.5	152601.5	4.5	37.8	19580.8	4.5	7833	1.125	31251.5	63861.5	148	1.125	1.125	2.80269	5.69172	2.25	1141.95	266800.75	49820.75	2900000.75	411060.75	3206.09361	13.2	16595.75	8.2788	2.25	67380	2.25	988931	596400.75	2.25	103433.75	1065.08	4660990	5.37666	2.25	46503.95	145150	1542890	568930	266109.76	3875700
K02377	84249	156001	17284.9	4.5	2.25	4.5	64251.5	4.5	2.25	36.56541	3028310	5.2987	476.8	98541.5	2873.5	359003	3713.3	11186.5	1.125	15520.6	1.125	182012.1	4.5	37.05	47596.9	4.5	152601.5	4.5	37.8	19580.8	4.5	7833	1.125	31251.5	63861.5	148	1.125	1.125	2.80269	5.69172	2.25	1141.95	266800.75	49820.75	2900000.75	411060.75	3206.09361	13.2	16595.75	8.2788	2.25	67380	2.25	988931	596400.75	2.25	103433.75	1065.08	4660990	5.37666	2.25	46503.95	145150	1542890	568930	266109.76	3875700
K02426	84249	156001	17284.9	4.5	2.25	4.5	64251.5	4.5	2.25	36.56541	3028310	5.2987	476.8	98541.5	2873.5	359003	3713.3	11186.5	1.125	15520.6	1.125	182012.1	4.5	37.05	47596.9	4.5	152601.5	4.5	37.8	19580.8	4.5	7833	1.125	31251.5	63861.5	148	1.125	1.125	2.80269	5.69172	2.25	1141.95	266800.75	49820.75	2900000.75	411060.75	3206.09361	13.2	16595.75	8.2788	2.25	67380	2.25	988931	596400.75	2.25	103433.75	1065.08	4660990	5.37666	2.25	46503.95	145150	1542890	568930	266109.76	3875700
K02429	153047	360001	34651.7	9	4.5	9	137851.5	9	4.5	72.03841	3088430	10.5974	1030.4	198921.5	5777.5	359007.5	3778.1	11574.5	2.25	31058.8	2.25	364033.3	9	74.1	47713	9	249304.5	9	75.6	19663.1	9	15666	2.25	64151.5	136481.5	296	2.25	2.25	5.60538	11.38344	4.5	3363.15	564400.75	101860.75	5970000.75	823180.75	4314.18722	26.4	33385.75	16.5576	4.5	112640	4.5	1001693	1262200.75	4.5	207299.75	1326.24	4754570	13.15332	4.5	93010.35	215950	1707670	823790	295229.28	4214100
K02445	16300	1	1.5	1.5	0.75	1.5	1.5	1.5	0.75	4.27891	2970000	1.5	1.5	1.5	1.5	359000	3650	10800	0.375	1.5	0.375	1.5	1.5	0.375	47500	1.5	55900	1.5	0.75	19500	1.5	1.5	0.375	1.5	1.5	1.5	0.375	0.375	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	2650	0.75	0.75	0.75	0.75	23600	0.75	977000	0.75	0.75	0.75	811	4570000	0.75	0.75	0.75	76800	1380000	316000	237000	3550000
K02523	84249	156001	17284.9	4.5	2.25	4.5	64251.5	4.5	2.25	36.56541	3028310	5.2987	476.8	98541.5	2873.5	359003	3713.3	11186.5	1.125	15520.6	1.125	182012.1	4.5	37.05	47596.9	4.5	152601.5	4.5	37.8	19580.8	4.5	7833	1.125	31251.5	63861.5	148	1.125	1.125	2.80269	5.69172	2.25	1141.95	266800.75	49820.75	2900000.75	411060.75	3206.09361	13.2	16595.75	8.2788	2.25	67380	2.25	988931	596400.75	2.25	103433.75	1065.08	4660990	5.37666	2.25	46503.95	145150	1542890	568930	266109.76	3875700
K02557	84249	156001	17284.9	4.5	2.25	4.5	64251.5	4.5	2.25	36.56541	3028310	5.2987	476.8	98541.5	2873.5	359003	3713.3	11186.5	1.125	15520.6	1.125	182012.1	4.5	37.05	47596.9	4.5	152601.5	4.5	37.8	19580.8	4.5	7833	1.125	31251.5	63861.5	148	1.125	1.125	2.80269	5.69172	2.25	1141.95	266800.75	49820.75	2900000.75	411060.75	3206.09361	13.2	16595.75	8.2788	2.25	67380	2.25	988931	596400.75	2.25	103433.75	1065.08	4660990	5.37666	2.25	46503.95	145150	1542890	568930	266109.76	3875700
K03269	84249	156001	17284.9	4.5	2.25	4.5	64251.5	4.5	2.25	36.56541	3028310	5.2987	476.8	98541.5	2873.5	359003	3713.3	11186.5	1.125	15520.6	1.125	182012.1	4.5	37.05	47596.9	4.5	152601.5	4.5	37.8	19580.8	4.5	7833	1.125	31251.5	63861.5	148	1.125	1.125	2.80269	5.69172	2.25	1141.95	266800.75	49820.75	2900000.75	411060.75	3206.09361	13.2	16595.75	8.2788	2.25	67380	2.25	988931	596400.75	2.25	103433.75	1065.08	4660990	5.37666	2.25	46503.95	145150	1542890	568930	266109.76	3875700
K03281	84249	156001	17284.9	4.5	2.25	4.5	64251.5	4.5	2.25	36.56541	3028310	5.2987	476.8	98541.5	2873.5	359003	3713.3	11186.5	1.125	15520.6	1.125	182012.1	4.5	37.05	47596.9	4.5	152601.5	4.5	37.8	19580.8	4.5	7833	1.125	31251.5	63861.5	148	1.125	1.125	2.80269	5.69172	2.25	1141.95	266800.75	49820.75	2900000.75	411060.75	3206.09361	13.2	16595.75	8.2788	2.25	67380	2.25	988931	596400.75	2.25	103433.75	1065.08	4660990	5.37666	2.25	46503.95	145150	1542890	568930	266109.76	3875700
K03286	32600	2	3	3	1.5	3	3	3	1.5	8.55782	5940000	3	3	3	3	718000	7300	21600	0.75	3	0.75	3	3	0.75	95000	3	111800	3	1.5	39000	3	3	0.75	3	3	3	0.75	0.75	1.5	1.5	1.5	1.5	1.5	1.5	1.5	1.5	5300	1.5	1.5	1.5	1.5	47200	1.5	1954000	1.5	1.5	1.5	1622	9140000	1.5	1.5	1.5	153600	2760000	632000	474000	7100000
K03289	84249	156001	17284.9	4.5	2.25	4.5	64251.5	4.5	2.25	36.56541	3028310	5.2987	476.8	98541.5	2873.5	359003	3713.3	11186.5	1.125	15520.6	1.125	182012.1	4.5	37.05	47596.9	4.5	152601.5	4.5	37.8	19580.8	4.5	7833	1.125	31251.5	63861.5	148	1.125	1.125	2.80269	5.69172	2.25	1141.95	266800.75	49820.75	2900000.75	411060.75	3206.09361	13.2	16595.75	8.2788	2.25	67380	2.25	988931	596400.75	2.25	103433.75	1065.08	4660990	5.37666	2.25	46503.95	145150	1542890	568930	266109.76	3875700
K03322	16300	1	1.5	1.5	0.75	1.5	1.5	1.5	0.75	4.27891	2970000	1.5	1.5	1.5	1.5	359000	3650	10800	0.375	1.5	0.375	1.5	1.5	0.375	47500	1.5	55900	1.5	0.75	19500	1.5	1.5	0.375	1.5	1.5	1.5	0.375	0.375	0.75	0.75	0.75	0.75	0.75	0.75	0.75	0.75	2650	0.75	0.75	0.75	0.75	23600	0.75	977000	0.75	0.75	0.75	811	4570000	0.75	0.75	0.75	76800	1380000	316000	237000	3550000
K03426	84249	156001	17284.9	4.5	2.25	4.5	64251.5	4.5	2.25	36.56541	3028310	5.2987	476.8	98541.5	2873.5	359003	3713.3	11186.5	1.125	15520.6	1.125	182012.1	4.5	37.05	47596.9	4.5	152601.5	4.5	37.8	19580.8	4.5	7833	1.125	31251.5	63861.5	148	1.125	1.125	2.80269	5.69172	2.25	1141.95	266800.75	49820.75	2900000.75	411060.75	3206.09361	13.2	16595.75	8.2788	2.25	67380	2.25	988931	596400.75	2.25	103433.75	1065.08	4660990	5.37666	2.25	46503.95	145150	1542890	568930	266109.76	3875700
K03517	84249	156001	17284.9	4.5	2.25	4.5	64251.5	4.5	2.25	36.56541	3028310	5.2987	476.8	98541.5	2873.5	359003	3713.3	11186.5	1.125	15520.6	1.125	182012.1	4.5	37.05	47596.9	4.5	152601.5	4.5	37.8	19580.8	4.5	7833	1.125	31251.5	63861.5	148	1.125	1.125	2.80269	5.69172	2.25	1141.95	266800.75	49820.75	2900000.75	411060.75	3206.09361	13.2	16595.75	8.2788	2.25	67380	2.25	988931	596400.75	2.25	103433.75	1065.08	4660990	5.37666	2.25	46503.95	145150	1542890	568930	266109.76	3875700
K03564	84249	156001	17284.9	4.5	2.25	4.5	64251.5	4.5	2.25	36.56541	3028310	5.2987	476.8	98541.5	2873.5	359003	3713.3	11186.5	1.125	15520.6	1.125	182012.1	4.5	37.05	47596.9	4.5	152601.5	4.5	37.8	19580.8	4.5	7833	1.125	31251.5	63861.5	148	1.125	1.125	2.80269	5.69172	2.25	1141.95	266800.75	49820.75	2900000.75	411060.75	3206.09361	13.2	16595.75	8.2788	2.25	67380	2.25	988931	596400.75	2.25	103433.75	1065.08	4660990	5.37666	2.25	46503.95	145150	1542890	568930	266109.76	3875700
K03642	84249	156001	17284.9	4.5	2.25	4.5	64251.5	4.5	2.25	36.56541	3028310	5.2987	476.8	98541.5	2873.5	359003	3713.3	11186.5	1.125	15520.6	1.125	182012.1	4.5	37.05	47596.9	4.5	152601.5	4.5	37.8	19580.8	4.5	7833	1.125	31251.5	63861.5	148	1.125	1.125	2.80269	5.69172	2.25	1141.95	266800.75	49820.75	2900000.75	411060.75	3206.09361	13.2	16595.75	8.2788	2.25	67380	2.25	988931	596400.75	2.25	103433.75	1065.08	4660990	5.37666	2.25	46503.95	145150	1542890	568930	266109.76	3875700
K03718	168498	312002	34569.8	9	4.5	9	128503	9	4.5	73.13082	6056620	10.5974	953.6	197083	5747	718006	7426.6	22373	2.25	31041.2	2.25	364024.2	9	74.1	95193.8	9	305203	9	75.6	39161.6	9	15666	2.25	62503	127723	296	2.25	2.25	5.60538	11.38344	4.5	2283.9	533601.5	99641.5	5800001.5	822121.5	6412.18722	26.4	33191.5	16.5576	4.5	134760	4.5	1977862	1192801.5	4.5	206867.5	2130.16	9321980	10.75332	4.5	93007.9	290300	3085780	1137860	532219.52	7751400
K03770	152198	312001	34568.3	7.5	3.75	7.5	128501.5	7.5	3.75	68.85191	3086620	9.0974	952.1	197081.5	5745.5	359006	3776.6	11573	1.875	31039.7	1.875	364022.7	7.5	73.725	47693.8	7.5	249303	7.5	74.85	19661.6	7.5	15664.5	1.875	62501.5	127721.5	294.5	1.875	1.875	4.85538	10.63344	3.75	2283.15	533600.75	99640.75	5800000.75	822120.75	3762.18722	25.65	33190.75	15.8076	3.75	111160	3.75	1000862	1192800.75	3.75	206866.75	1319.16	4751980	10.00332	3.75	93007.15	213500	1705780	821860	295219.52	4201400
K03771	84249	156001	17284.9	4.5	2.25	4.5	64251.5	4.5	2.25	36.56541	3028310	5.2987	476.8	98541.5	2873.5	359003	3713.3	11186.5	1.125	15520.6	1.125	182012.1	4.5	37.05	47596.9	4.5	152601.5	4.5	37.8	19580.8	4.5	7833	1.125	31251.5	63861.5	148	1.125	1.125	2.80269	5.69172	2.25	1141.95	266800.75	49820.75	2900000.75	411060.75	3206.09361	13.2	16595.75	8.2788	2.25	67380	2.25	988931	596400.75	2.25	103433.75	1065.08	4660990	5.37666	2.25	46503.95	145150	1542890	568930	266109.76	3875700
K03773	167649	264002	34486.4	7.5	3.75	7.5	119153	7.5	3.75	69.94432	6054810	9.0974	875.3	195243	5715	718004.5	7425.1	22371.5	1.875	31022.1	1.875	364013.6	7.5	73.725	95174.6	7.5	305201.5	7.5	74.85	39160.1	7.5	15664.5	1.875	60853	118963	294.5	1.875	1.875	4.85538	10.63344	3.75	1203.9	502801.5	97421.5	5630001.5	821061.5	5860.18722	25.65	32996.5	15.8076	3.75	133280	3.75	1977031	1123401.5	3.75	206434.5	2123.08	9319390	7.60332	3.75	93004.7	287850	3083890	1135930	532209.76	7738700
K03775	84249	156001	17284.9	4.5	2.25	4.5	64251.5	4.5	2.25	36.56541	3028310	5.2987	476.8	98541.5	2873.5	359003	3713.3	11186.5	1.125	15520.6	1.125	182012.1	4.5	37.05	47596.9	4.5	152601.5	4.5	37.8	19580.8	4.5	7833	1.125	31251.5	63861.5	148	1.125	1.125	2.80269	5.69172	2.25	1141.95	266800.75	49820.75	2900000.75	411060.75	3206.09361	13.2	16595.75	8.2788	2.25	67380	2.25	988931	596400.75	2.25	103433.75	1065.08	4660990	5.37666	2.25	46503.95	145150	1542890	568930	266109.76	3875700
K03814	84249	156001	17284.9	4.5	2.25	4.5	64251.5	4.5	2.25	36.56541	3028310	5.2987	476.8	98541.5	2873.5	359003	3713.3	11186.5	1.125	15520.6	1.125	182012.1	4.5	37.05	47596.9	4.5	152601.5	4.5	37.8	19580.8	4.5	7833	1.125	31251.5	63861.5	148	1.125	1.125	2.80269	5.69172	2.25	1141.95	266800.75	49820.75	2900000.75	411060.75	3206.09361	13.2	16595.75	8.2788	2.25	67380	2.25	988931	596400.75	2.25	103433.75	1065.08	4660990	5.37666	2.25	46503.95	145150	1542890	568930	266109.76	3875700
K03839	84249	156001	17284.9	4.5	2.25	4.5	64251.5	4.5	2.25	36.56541	3028310	5.2987	476.8	98541.5	2873.5	359003	3713.3	11186.5	1.125	15520.6	1.125	182012.1	4.5	37.05	47596.9	4.5	152601.5	4.5	37.8	19580.8	4.5	7833	1.125	31251.5	63861.5	148	1.125	1.125	2.80269	5.69172	2.25	1141.95	266800.75	49820.75	2900000.75	411060.75	3206.09361	13.2	16595.75	8.2788	2.25	67380	2.25	988931	596400.75	2.25	103433.75	1065.08	4660990	5.37666	2.25	46503.95	145150	1542890	568930	266109.76	3875700
